title,posted,experience,views,replies,description,link
Full Stack Engineer,2023-05-10,2,115,8,"Who we are:Glorium Technologies is an outsourcing company with an HQ in NJ and development centers in Ukraine, Poland, Cyprus. We were founded in 2010 and have already expanded our team to over 180 sharp-minded people. The majority of our projects are within Healthcare and Real Estate domains.Does this relate to you?• A passion for and affinity with the project’s mission to transform healthcare for every trans life• 2+ years of backend experience: Python/Go, GraphQL, event architecture, Cloud PaaS, Docker• 2+ years of Front End: React/React Native• Ability to take a ticket delivered by product, create an implementation plan that is effectively communicated with the rest of their team, and provide an accurate estimate for how long it will take to complete• A collaborative team spirit• Advanced experience creating mitigation plans, deployment, logging & monitoring, ability to respond quickly to high-priority tickets• Familiarity with backend development technologies to assist with our current and future integration needs• Knowledge of complex scripting, debugging, data analysis, problem analysis, and resolution of issues• Agile methodology expertise• Ability to work till 12:00 MST (21:00 Kyiv time), and attend relevant meetings during that time.Nice to have:• 2+ years of Mobile App Development: Flutter, React, React Native, etc.• DevOps: Terraform and Kubernetes• Experience with Deno, WebSockets, and fully static deployments• A Cyber Security background• Experience building integration components between various APIs• GitHub repo of your workAbout the project:This is a trans healthcare project which offers gender-affirming services for 1 million transgender individuals in 45 states.A new team member will be in charge of:• Supporting application development needs, primarily with our platform integration work• Expertise in backend development to assist with current and future needs around integrations as we move to v4+ of our platform• Working with the team in designing the architecture around our mobile app atop the APIs of our platform components• Working closely with Product Management to ensure the framework meets the requirements defined by customer feedback, product vision, and company direction• Independently resolving blockers by reaching out to appropriate team stakeholdersWhat we offer:• Medical insurance and gym membership to choose• Fully paid English classes with an in-house English teacher• 25 paid days off per year in total• Regular performance reviews• Training and IT certification• Special occasion bonuses (birthday, marriage, childbirth)• Flexible schedule of cooperation with work-from-home or office optionsReady to try your hand? Send your CV without a doubt!",https://djinni.co/jobs/554701-full-stack-engineer/
Strong Middle/Senior Python Engineer,2023-05-10,3,123,49,"About the projectEuropean SaaS that helps to manage waste collection in the cities. Consists of web and mobile applications, as well as IoT part. The CTO manages a small Agile team of 10+ employees (back-end, front-end engineers, QA).This position supposes that you have the following knowledge and competencies:1. Software development experience(3+ years) with:- Python and Django;- Unit Testing;- Celery2. Knowledge of REST and experience working with REST APIs3. Communication skills in English (good writing and speaking)4. It would be nice to have experience with FastAPI and Graphene-python.Note that a big part of the team is in GMT+2, so it is important to be available during their business hours.You will deal with and be responsible for:1. Develop, support, and maintain the back-end of web and mobile apps.2. Take care of quality (code, test, business features, documentation) - everyone enjoys working with clean, readable code, so it is important to keep it such.3. Participate in code reviews - usually, it is cross-reviews in the team or reviews by a senior person.4. Communicate with internal and external teams - we’re in touch with great minds - inventive clients, and supportive colleagues!What PLANEKS offers:0. Fast and comfortable hiring process.1. 100% remote(even before the COVID) work opportunity and flexitime - choose working hours between 8:00-20:00.2. Manage your compensation $$$$ budget - Travel tickets, Work equipment, Health insurance, Software, Sport, Training.3. Salary paid in USD + tax compensation. Revision every 12 months. We want everyone to be confident in what tomorrow brings.4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends.5. Regular feedback, mentorship, code review. Friendly and professional team that supports you. Well, we're proud of how we handle that. So you can always count on us.6. Speaking clubs with a native speaker to constantly maintain your English level.7. No bureaucracy - transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently.We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!",https://djinni.co/jobs/554681-strong-middle-senior-python-engineer/
Middle Python Developer,2023-05-09,3,71,15,"We're looking for an initiative and experienced Python Engineer to join our team. The position will include building great product in the renewable energy domain. We expect you to work in pairs, use test-driven development and write clean and maintainable code.You will work onThe product specializes in battery energy storage and building the future energy system. The leading data analysis platform provides valuable, unique market insights to help energy companies build, finance, and operate the energy system of the future. Its mission is to transform the energy industry through the transparency of data and accelerate the energy transition by enabling companies to make better data-backed decisions.Our projects' backend is written in Python (Django) and the frontend is written in React.js, Next.js.As a Back-end Developer you have the opportunity to work on interesting and challenging tasks, using a wide variety of instruments and technologies.About the teamYou will be a part of the long-term product team that is responsible for defining features and stories and the way of accomplishing its mission (technical requirements), building new features, and ensuring its quality and performance.As a part of the team, you will be able to collaborate and gather experiences from our Team Leader who has been working on the project for several years and can scrutinize all of the details during the onboarding.Team composition: Solution Architect, 4 Business Analysts, 3 Project Managers, 5 Back-end Developers, 5 Front-end Developers, 5 QA Engineers, Mobile Developer.Your responsibilities:- Create readable and well-structured code, using best code practices, patterns and principles.- Implement features, according to the ticket description.- Cover code with unit-tests.- Cooperate with your team.- Share your expertise in technical discussions, suggest improvements.So, if you want to take part in developing the platform that helps build the future energy system, you need experience with:-3+ years of experience with Python 3, Django- Strong knowledge with DRF- Docker, Docker-Compose- PostgreSQL- Airflow- Celery for asynchronous task queues (with Redis/RabbitMQ/etc)- Sanic- Django Channels- Pandas- Upper-intermediate English levelWhat we offer:- Long team focus: we create an environment of transparent communication, minimal bureaucracy, which leads to long-term relationships.- Development of niche expertise: we are working in several niches, such as, FinTech, healthcare, and logistics.- Continuous learning: we create employee development plans / personal roadmaps /quick promotion process.- Internal career development: 80% of our current executives were promoted to those positions within S-PRO. We encourage initiative. If a person wants to set new challenges and grow, we will definitely support them.Benefits and perks- Flexible schedule: you can start the workday at any time from 8 to 11 in the morning.- Remote work model.- Medical insurance: all our employees who have passed the probationary period are now registered in our health insurance program.- Paid vacations: so, we need to make sure that our employees regularly take vacations and don’t overwork.",https://djinni.co/jobs/554594-middle-python-developer/
Team Lead Python Developer,2023-05-09,5,18,0,"Ciklum is looking for a Team Lead Python Developer to join our team full-time in Ukraine.We are a leading global product engineering and digital services company that unites 4000+ seasoned professionals globally on various projects in healthcare, fintech, travel, sportswear, entertainment, and security. Ciklum delivers high-impact technology solutions to Fortune 500 and fast-growing organizations worldwide. About the role:As a Team Lead Python Developer, become a part of a cross-functional development team working for the Vast Data. This is a great opportunity to be part of the fast-growing infrastructure company in history. In just a few short years, Vast data has shaken up the industry by challenging traditional architecture models and introducing a revolutionary set of storage possibilities through the Universal Storage platform.The team thrives in an informal and collaborative environment where team members are encouraged to grow beyond the confines of their job description or role.Technology Stack:Python 3.9, their code is running inside a container over a Linux environmentAPI Development, HTTP, RESTDatabases, SQLNetworking, StorageVirtualization, Containerization, DockerGitResponsibilitiesDesign, build and set up development tools and infrastructure for use by the various teams in the R&D organizationAmong the different tools:Test infrastructure used by the QA (the product is a cluster composed of different components and infrastructure encapsulates them, tracking their state, exposing different APIs to communicate with them, etc.)Maintain and develop API and interfaces facing the company storage product + different cloud providersVM orchestrationCollaborate with other teams to improve the productivity of the entire R&D organizationDeal with diverse technologies and domains: Docker, Git, Python, Linux, and  VM orchestrationRequirements7+ years of Python development experience2+ years of experience working on Linux platform, proficient in Linux environment3+ years of experience with team management, at least 3 engineersProven experience in server-side Python programming, featuring: multi-threading, multi-processing, communication protocols, and databasesOOP, SOLIDArchitectural & Design PatternsAlgorithms & Data structuresStrong technical abilities, problem-solving, design, coding, and debugging skillsFluent or Upper-Intermediate EnglishDesirableExperience developing network, storage, server, or virtualization management systemsExperience with Storage and Network ProtocolsAutomated Testing experienceProven experience with CICDWeb application frameworks 4+ years (e.g. Flask, Falcon, AIOHTTP, Tornado)Testing frameworks (e.g. pyTest)ORMs 2+ years (e.g. SQLAlchemy)RDBMS 4+ years (e.g PostgreSQL, MySQL/MariaDB)Docker, KubernetesPersonal skillsHighly motivated and independentStrong problem solver and out-of-the-box thinkerAbility to lead feature development, take full ownership of tasks from A-Z and deliver independently with minimum supervisionStrong communication abilitiesStrong multi-tasking abilitiesWhat's in it for youCare: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultationsTailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy licence, language courses and company-paid certificationsGrowth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globallyFlexibility: choose how you want to work – a 100% remote or on-sight in our offices. Own your schedule – you are the one to decide when to start your working day. Just dont miss your regular team stand-upOpportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfil your potentialGlobal impact: work on large-scale projects that redefine industries with international and fast-growing clientsWelcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building events",https://djinni.co/jobs/527271-team-lead-python-developer/
Database Developer,2023-05-09,1,169,9,"Datawiz шукає у свою команду в головний офіс м. Чернівці Database Developer.Ним можеш стати саме ти ;)Обов’язки:— Налаштовувати завантаження даних від бази клієнта в проміжну базу. Контролювати процес завантаження та виправляти помилки.— Аналіз повільних запитів та розробка їх оптимізації; взаємодіючи з розробниками ПЗ;— Підтримувати та покращувати функціонал ETL-сервісу.— Участь у вирішенні інциндентів;— Підготовка та супровід документації.— Робота із резервними копіями, перевірка їх: цілісності, працездатності;— Проводити технічні онлайн-зустрічі та комунікувати з ІТ-відділом клієнта щодо завантаження даних.— Комунікувати з менеджером супорту по проблемних питаннях та актуальному статусу завантаження даних клієнта.Необхідні навички:— Досвід адміністрування баз даних від 1 року;— Навички роботи в середовищі Linux;— Відмінні знання SQL;— Досвід зі створення резервних копій, відновлення, моделями відновлення;— Досвід написання скриптів для автоматизації (Python/bash);— Розвинені комунікативні навички для роботи у команді;— Хороші навички спілкування письмовою та усною англійською мовою (Upper-intermediate).Буде плюсом:— Знання особливостей PostgreSQL та застосування їх на практиці при роботі;— Досвід роботи з 1С та іншими обліковими системами;— Знання та досвід роботи з Python.Ми пропонуємо:— Роботу в офісі, в центрі м. Чернівці (ремоут не розглядаємо).— Стабільну роботу в компанії, що динамічно розвивається.— Конкурентну заробітну плату (за результатами співбесіди).— Професійний розвиток і кар’єрне зростання.— Корпоративні заходи та спільне проведення часу.— Дружню та доброзичливу атмосферу з відкритою та мотивованою командою однодумців.— Наявність комфортно облаштованого укриття на випадок повітряних тривог.На тебе чекають цікаві та водночас складні задачі. Якщо хочеш стати частиною успішної команди, залишай відгук і ми з тобою зв'яжемось!",https://djinni.co/jobs/531340-database-developer/
Senior Full Stack Engineer with Python and Golang,2023-05-09,5,53,10,"About the projectSeattle Biosoftware is a full-service provider of custom solutions to life science and healthcare organizations. Its goal is to help life scientists to maximize their productivity through high-value software solutions and services.What will you do on this project?— Develop Big Data application’s functional in the bio information domain.— Cover your code with tests, and configure CI/CD.— Communicate with a client.— Generate new ideas on how to improve the product.Knowledge and skills required— 5+ years Full Stack engineering experience in a production environment.— Expert software engineer and developer (Python, Go, JavaScript, React, JSON, etc.)— CI/CD Design & Implementation experience (Docker, Kubernetes).— Latest in database design and systems (Graph Stores, MongoDB, PostgreSQL, Cloud DBs.)— Latest in cloud platforms and services (AWS, GCP, Azure).— Upper-Intermediate English level.— Excellent communication skills.We offer— Stable long-term project.— Challenging tasks.— Direct interaction with our clients.— Compensation package: 20 paid days for rest, and 5 paid days for sick leaves.— Flexible schedule.",https://djinni.co/jobs/532357-senior-full-stack-engineer-with-python-and-go/
Python Developer (middle),2023-05-09,2,84,15,"We are focused on a specific set of emerging IoT and IoE technologies, including embedded development, backend development, DevOps, Big Data and ML projects, mobile applications' development, software and hardware QA. Our team directly contacts with Amazon, Google and Microsoft development teams. And now we are looking for a Python Developer to join our team in Kyiv. Key responsibilities:- Build, develop and refine our core technologies;- Constantly work on diverse and challenging new functionalities (improve current strategies and find new strategies for integrating with third-party web services, content extraction, proxy management, data clean-up and reporting, task queue workflow and management, ...);- Work in agile environment;- Possibility to work with ElasticSearch, GRPC, Protobuf, AWS, Mongo, JupyterLab, Pandas, Celery, and Flask;- Work in our multi-disciplinary engineering team from diverse backgrounds;- Be involved in BIG Data.Requirements:- More than 2 years experience in programming complex software technologies;- Excellent Python development skills;- High expertise in Flask or Pandas;- Knowledge of NoSQL database document modeling and querying;- Familiarity with front-end technologies (like JavaScript and HTMLS);- Good algorithm and data structure knowledge;- Strong Intermediate level of English (oral and written);- Bachelor degree in Computer Science, Engineering etc. We offer:- Interesting work with cutting edge and innovative technologies;- Foreign customers;- Mixed team of EU and local developers;- Professional development opportunities;- Comfortable and modern office near metro station (KPI, Shulyavska) with convenient transport interchange;- Flexible working hours;- Open and friendly teammates :)",https://djinni.co/jobs/554370-python-developer-middle-/
Team Lead Python Developer,2023-05-09,5,11,0,"DescriptionCiklum is looking for a Team Lead Python Developer to join our team full-time in Ukraine.We are a leading global product engineering and digital services company that unites 4000+ seasoned professionals globally on various projects in healthcare, fintech, travel, sportswear, entertainment, and security. Ciklum delivers high-impact technology solutions to Fortune 500 and fast-growing organizations worldwide.About the role:As a Team Lead Python Developer, become a part of a cross-functional development team working for the Vast Data.This is a great opportunity to be part of the fast-growing infrastructure company in history. In just a few short years, Vast data has shaken up the industry by challenging traditional architecture models and introducing a revolutionary set of storage possibilities through the Universal Storage platform.The team thrives in an informal and collaborative environment where team members are encouraged to grow beyond the confines of their job description or role.Technology Stack:Python 3.9, their code is running inside a container over a Linux environmentAPI Development, HTTP, RESTDatabases, SQLNetworking, StorageVirtualization, Containerization, DockerGitResponsibilitiesDesign, build and set up development tools and infrastructure for use by the various teams in the R&D organizationAmong the different tools:Test infrastructure used by the QA (the product is a cluster composed of different components and infrastructure encapsulates them, tracking their state, exposing different APIs to communicate with them, etc.)Maintain and develop API and interfaces facing the company storage product + different cloud providersVM orchestrationCollaborate with other teams to improve the productivity of the entire R&D organizationDeal with diverse technologies and domains: Docker, Git, Python, Linux, and  VM orchestrationRequirements7+ years of Python development experience2+ years of experience working on Linux platform, proficient in Linux environment3+ years of experience with team management, at least 3 engineersProven experience in server-side Python programming, featuring: multi-threading, multi-processing, communication protocols, and databasesOOP, SOLIDArchitectural & Design PatternsAlgorithms & Data structuresStrong technical abilities, problem-solving, design, coding, and debugging skillsFluent or Upper-Intermediate EnglishDesirableExperience developing network, storage, server, or virtualization management systemsExperience with Storage and Network ProtocolsAutomated Testing experienceProven experience with CICDWeb application frameworks 4+ years (e.g. Flask, Falcon, AIOHTTP, Tornado)Testing frameworks (e.g. pyTest)ORMs 2+ years (e.g. SQLAlchemy)RDBMS 4+ years (e.g PostgreSQL, MySQL/MariaDB)Docker, KubernetesPersonal skillsHighly motivated and independentStrong problem solver and out-of-the-box thinkerAbility to lead feature development, take full ownership of tasks from A-Z and deliver independently with minimum supervisionStrong communication abilitiesStrong multi-tasking abilitiesWhat's in it for youCare: your mental and physical health is our priority. We ensure comprehensive company-paid medical insurance, Mental Health programs, as well as financial and legal consultationsTailored education path: boost your skills and knowledge with our regular internal events (meetups, conferences, workshops), Udemy licence, language courses and company-paid certificationsGrowth environment: share your experience and level up your expertise with a community of skilled professionals, locally and globallyFlexibility: choose how you want to work – a 100% remote or on-sight in our offices. Own your schedule – you are the one to decide when to start your working day. Just dont miss your regular team stand-upOpportunities: we value our specialists and always find the best options for them. Our Internal Mobility Program helps change a project if needed to help you grow, excel professionally and fulfil your potentialGlobal impact: work on large-scale projects that redefine industries with international and fast-growing clientsWelcoming environment: feel empowered with a friendly team, open-door policy, informal atmosphere within the company and regular team-building eventsAbout us:Discover the pros of 20-year global experience! Join one of the largest IT companies in Ukraine, awarded as one of the top 10 employers in Ukraine by Forbes.Boost your skills and make a difference with cutting-edge projects, skilled colleagues and the latest tech stacks.Ciklum has been recognised as a veteran-friendly business by the Veteran Hub in Ukraine.We’re committed to creating a welcoming environment for veterans and developing processes that meet their needs. We value the skills and unique perspectives military veterans can bring to our business and are willing to support their transition to civilian life.Be bold, not bored! Interested already? We would love to get to know you! Submit your application. We can’t wait to see you at Ciklum.",https://djinni.co/jobs/554363-team-lead-python-developer/
Middle Python Developer,2023-05-09,2,21,10,"Requirements:- 2+ years of professional experience using Python.- Strong knowledge and experience with micro-services, RESTful web services, and APIs, and databases.- Hands-on experience with SQL and NoSQL databases.- Hands-on experience with AWS or other clouds.- Ability to learn quickly, and understand existing API and code.- Strong written and verbal English skills.- Responsible, goal-oriented, self-organized, and communicable.Job Responsibilities:- Collaboration with the Customer and a team on creating new micro-services.- New features development.- Development of services and APIs based on a cloud stack of technologies.- Software design, developing code with unit tests to implement the design.- Correcting flows based on requirements testing, and integrating with other services.Department/Project DescriptionCustomer is one of the biggest companies in the market of home entertainment consumer electronics devices that strives to provide their clients with high-quality products and services.",https://djinni.co/jobs/554341-middle-python-developer/
Python (Django) Developer,2023-05-09,3,59,13,"IvorySoft is a people-first software engineering and IT consulting company. We provide complex technological solutions for startups and businesses from the USA, UK, Nordic countries, and Canada.To meet our ambitious goals, we are looking for a Senior Python Developer to be a part of our TEAM!🎯ABOUT THE PROJECT:Platform offers advanced waste management solutions. The technology enables customers to manage waste and minimize their environmental footprint effectively.🎯JOB DESCRIPTION:We seek a highly motivated and experienced Senior Python Developer to join our team. You will design, develop, and maintain complex software solutions using Python in this role. You will collaborate closely with the development team to ensure timely delivery of high-quality software products.RESPONSIBILITIES:💪🏼👨‍💻Design, develop, and maintain complex software solutions using Python.💪🏼👨‍💻Write clean, scalable, and maintainable code.💪🏼👨‍💻Collaborate with cross-functional teams to define, design, and ship new features.💪🏼👨‍💻Perform code reviews and ensure adherence to coding standards.💪🏼👨‍💻Mentor and guide junior developers.💪🏼👨‍💻Stay up-to-date with the latest technology trends and best practices.REQUIREMENTS:💻 3+ of experience in Python development.💻Strong knowledge of Python, Django, and other related technologies.💻Experience with database design and management.💻Excellent problem-solving and analytical skills.💻Strong communication skills and the ability to work in a team environment.💻Experience with Agile methodologies is a plus.WE OFFER:🚀 Career and professional growth, regular performance, and salary reviews🚀 Competitive salary🚀 Remote work opportunity and flexible working schedule🚀 Supportive team environment dedicated to revolutionizing the waste management industry.🚀 Compensation of courses & workshops to grow fast in this field🚀 Paid 20 working days of vacation and 5 sick leaves🚀 Team building and corporate activities🚀 Legal support for private entrepreneurs",https://djinni.co/jobs/554333-python-django-developer/
Backend Developer  $3500-4500,2023-05-09,3,176,55,"Requirements: ● Backend developer with 3+ years' experience in the financial or cryptocurrency industries. ● Strong proficiency in at least one backend programming language, such as Python, Golang or Ruby on Rails. ● Familiarity with RESTful API design and implementation. ● Experience with version control systems, particularly Git. ● Familiarity with containerization and deployment technologies such as Docker and Kubernetes and cloud computing platforms such as Amazon Web Services (AWS.● Excellent communication and collaboration skills. ● Strong attention to detail and ability to deliver high-quality code in a timely manner● Bachelor's degree in computer science, software engineering, or related field.Key Responsibilities: ● Designing, developing, and maintaining server-side applications and APIs for our Crypto Exchange platform ● Integrating with external APIs to facilitate trading, transactions, and data retrieval.● Implementing security protocols to ensure the protection of user data and the platform as a whole● Writing efficient and scalable code that can handle large amounts of data and traffic. ● Collaborating with the frontend development team to ensure seamless integration of server-side and client-side code. ● Conducting code reviews and testing to ensure high quality and reliable code. ● Staying up-to-date with industry trends and incorporating best practices in backend development.Preferred Qualifications:● Experience developing for blockchain or decentralized finance (DeFi) platforms● Understanding of front-end development technologies such as HTML, CSS, and JavaScript.",https://djinni.co/jobs/554302-backend-developer/
Middle+ Python Developer,2023-05-08,3,66,17,"We are inviting a Python Developer to join our team. The project is a hosting platform. We are modernizing an old-school data center company into a cloud-focused organization and building out the infrastructure and tools from the scratch. We are working with CDN, CRM, and API via VM.Requirements3+ years of commercial experience with Python1+ years XP with Django+DRFExperience of direct voice communication with English-speaking clientsExperience with Linux CLIExperience with PostgreSQLExperience writing unit testsFullStack development experience (some basic  front experience)Experience in working directly with the customer without PM and BA from our sideEnglish level: intermediate, but preferably Upper intermediateWould be a plus:Configuration management with Ansible and JujuCanonical Ubuntu MaaS expertise for bare metal managementDocker experienceCI/CD experienceResponsibilities:Write effective, scalable code Develop back-end components to improve responsiveness and overall performanceIntegrate user-facing elements into applications Test and debug programsImprove functionality of existing systems Implement security and data protection solutions Coordinate with internal teams to understand user requirements and provide technical solutions",https://djinni.co/jobs/554196-middle-python-developer/
Team Lead Python Developer for VastData,2023-05-08,5,38,0,"Вітаю ✋ Я Роксолана з 𝐂𝐢𝐤𝐥𝐮𝐦.Хочу запропонувати Вам роль Team Lead Python Developer-a для нашого клієнта 𝐕𝐀𝐒𝐓 𝐃𝐚𝐭𝐚. Це технологічна компанія, яка займається зберіганням даних через хмару, зокрема флеш пам'яттю. ЇЇ було засновано з метою заміни кількох рівнів зберігання на одну платформу. VAST Data співпрацює з Tesla, NASA, Disney, Pixar та іншими великими гравцями – тож ваша робота впливатиме на мільйони користувачів по всьому світу. Компанія має офіси в США та Ізраїлі, її штаб-квартира знаходиться в Нью-Йорку.🌟Переваги співпраці: remote, медичне страхування, курси англійської, внутрішній розвиток всередині компанії.Від вас очікуємо:⚡✔ Попередній досвід з Python 7+ років (3 як Lead);✔ Experience з Linux 2+ роки;✔ Навички з OOP, Solid, Multithreading, Multiprocessing, Databases;✔ Володіння англійською на рівні Upper Intermediate+.Більше деталей тут: https://jobs.ciklum.com/jobs/team-lead-python-developer/Підкажіть, чи актуально? Залюбки розповім більше! 😊",https://djinni.co/jobs/554134-team-lead-python-developer-for-vastdata/
Python developer (AIOHttp),2023-05-08,2,145,59,"TheWhyKingz, one of the leading entities in IT industry, is seeking a talented Python Developer to join our team. Our focus is on building exceptional products, achieving extraordinary results, and providing an innovative and rewarding environment seeking to fulfil the most challenging customers’ demands.As a Python Developer, you will work closely with other developers and product managers to build high-quality, scalable software solutions. You will be responsible for developing, testing, and maintaining our back-end services and internal tools, with a focus on meeting the highest standards of technology, design, support, and interoperability.Be creativeWe strive to create not just ordinary products, but exceptional ones, and achieve outstanding results. Our team is passionately dedicated to product quality, whether it’s development, back-end services, mobile applications, or building strong relationships with our customers. We take pride in our products, regarding their commercial success as the ultimate token of our success.Be passionatePassion is what drives us as Python developers to create innovative solutions and push the boundaries. It’s what makes us strive for excellence in every line of code, and it’s what keeps us coming back to our work day after day. Whether we’re building complex algorithms or designing elegant user interfaces, we approach our work with a sense of purpose and commitment. And it’s this passion that allows us to take on new challenges, learn new skills, and achieve our goals.Be TheWhyKingzAll team members strive for excellence in order to ensure the success of the highest quality product. The work environment fosters a culture of openness and encourages employees to express themselves freely without fear of judgement. Trust, accountability, and knowledge sharing are highly valued, leading to a culture of transparency and collaboration. Individuals are recognized and rewarded based on their contributions and achievements, creating a merit-based system that motivates employees to do their best.Key Requirements:2+ years of commercial development experienceProgramming language: Python 3.9+Services: PostgreSQL, MongoDB, RedisUnderstanding of the specifics of the asynchronous approachKnowledge of Linux-like operating systems, macOSGood communication skills and ability to work in a team environmentStrong problem-solving skills and ability to work in a fast-paced environmentAdvantages:Experience with asynchronous frameworks (aiohttp)Experience with JS (used for Back Office)Responsibilities:Designing, adding, and maintaining existing integrationsEnsuring code quality using unit tests, code reviews, version control systems, and continuous integrationSolving diverse tasks in multitasking environmentTaking responsibility for the project (being able to “jump in” at any time in case of any problematic situations)We offer:- Full remote opportunity, if the candidate is based in Riga or ability to relocate for candidates from other countries with a comfortable workplace in the office in center of Riga;- Full-time work with flexible schedule and no time tracker;- Competitive rate with annual viewing;- Official employment;- 100% sick-day payment & 20 working days of vacation;- Medical insurance (including dentistry and gym);- Compensation for training at the expense of the Company;- Bonuses and gifts for outstanding dates;- Modern and high-quality equipment;- English courses;- Cozy office with treats, snacks fruits;- Playstation room available any time;- Team-building inventory.P.S. in case of relocation, we will also help you in terms of residence permit and other issues including pet transportation.If you are passionate about Python development and want to be part of an our team, we would love to hear from you.We offer a competitive salary, remote work opportunities, and a comprehensive benefits package, including relocation assistance, financial support, and mental health resources.Join our team of top market experts and challenge yourself to build extraordinary products that achieve extraordinary results.",https://djinni.co/jobs/554042-python-developer-aiohttp-/
Middle Python+Node.JS Engineer,2023-05-08,3,35,10,"A-Team Global is an IT-outsourcing company. We pride ourselves on our trustworthy, respectful and honest approach to our team members and customers.Responsibilities:- Working with the Back-End tasks;- Working with the backlog;- Conduct code reviews to ensure code complies with the development standards;- Ensure systems are highly available, scalable and self-healing;- Maintain project transparency via project collaboration and communication tools;- Collaborate with other programming engineers across the organization to develop best practices.Requirements:- Overall, 3+ years of commercial experience in Software Development;- Good knowledge of Node.js;- Good knowledge of Python;- Experience markup languages like HTML/CSS;- A collaborative and dedicated team player;- Upper-Intermediate English level (both verbal and written).Join us to have:- Competitive compensation package;- Flexible working schedule;- Inspiring work conditions with the best benefits of remote;- Hardware options;- Healthcare & sport benefits;- Friendly, respectful atmosphere;- Challenging tasks and long-term projects;- Professional experts team and best practise share;- Ability to influence company processes and approaches;Develop your career:- Internal meetups and events for professional development;- Individual development plan;- Mentorship program;- Costs coverage for external trainings, conferences, certifications;- English courses and speaking clubs.Enjoy:- Heartful corporate events;- Team building trips to different cities and countries;- Memorable anniversary presents;- Gamification rewards.",https://djinni.co/jobs/554018-middle-python-node-js-engineer/
"Python Developer - AI Automation Solutions (LLaMA, ChatGPT Agents, Auto-GPT, LangChain)",2023-05-08,1,355,75,"We are looking for enthusiastic fast-learning Python developers to work on AI workforce automation solutions. Technical stack: * LLaMA / GPT Agents * Auto-GPT * Agent-LLM* LangChain* LlamaIndex (GPT-index) * FastAPI AI-native open-source embedding databases: * chroma * Pinecone You'll need to have experience with Python applications in production. Please mention number forty-two in your response. It's a new and very fast-developing field, prod experience with Python is necessary, but everything else you can learn if you are curious enough.",https://djinni.co/jobs/553630-python-developer-ai-automation-solutions-llam/
Strong Python Developer,2023-05-08,3,35,4,"Requirements-At least 4 years of commercial development experience in Python and 1.5+ years in PHP;-Solid knowledge of Python 2.7/3.x, Django 1.8+, Django Rest Framework and PHP 7.4/8.1;-Understanding and experience with Rest API;-Good knowledge and understanding of web security principles;-Confident knowledge of databases (PostgreSQL, MySQL) + ability to write SQL queries;-Understanding of OOP, design patterns, algorithms and data structures;-Confident knowledge of Git, Linux and Docker;-Basic knowledge of HTML, CSS, Javascript;-Knowledge of Puppeteer will be a plus;-Comprehensive knowledge of the operation and configuration of servers, proxies, etc.;-A basic understanding of the basics and main requirements for sites from the SEO side is desirable;-The ability to competently and correctly perform assigned tasks, to look for alternative solutions to problems.Responsibilities-Develop new and support server solutions using Python (80%);-Support and improve existing PHP applications (20%);-Perform code review, code merging, functional testing, bug fixes, and application optimization;-Implementation and integration of various scripts, parsers, bots and APIs;-Performing various tasks related to SEO.",https://djinni.co/jobs/540855-strong-python-developer/
